pose23,
1.2,"[['Right Knee', NormalizedLandmark(x=0.516372799873352, y=0.34813594818115234, z=0.05200004205107689, visibility=0.9999728202819824, presence=0.9999949932098389)], ['Left Knee', NormalizedLandmark(x=0.5352369546890259, y=0.3461148142814636, z=-0.052045147866010666, visibility=0.9999759197235107, presence=0.99998939037323)], ['Right Ankle', NormalizedLandmark(x=0.5779848098754883, y=0.3599340319633484, z=0.1445254236459732, visibility=0.5978254675865173, presence=0.9999455213546753)], ['Left Ankle', NormalizedLandmark(x=0.5876366496086121, y=0.3580031394958496, z=0.005768358241766691, visibility=0.9428120851516724, presence=0.9999109506607056)], ['Right Heel', NormalizedLandmark(x=0.5960077047348022, y=0.41484248638153076, z=0.1831410676240921, visibility=0.7583720088005066, presence=0.9998243451118469)], ['Left Heel', NormalizedLandmark(x=0.6105639338493347, y=0.40858423709869385, z=0.0742061510682106, visibility=0.9190053343772888, presence=0.99958735704422)], ['Right Foot Index', NormalizedLandmark(x=0.5951684713363647, y=0.4252479374408722, z=0.18495050072669983, visibility=0.7916681170463562, presence=0.999568521976471)], ['Left Foot Index', NormalizedLandmark(x=0.6083158850669861, y=0.41751807928085327, z=0.08139687031507492, visibility=0.8749603629112244, presence=0.9995915293693542)]]"
1.233333333,"[['Right Knee', NormalizedLandmark(x=0.5157996416091919, y=0.34805965423583984, z=0.04407576471567154, visibility=0.9999673962593079, presence=0.9999891519546509)], ['Left Knee', NormalizedLandmark(x=0.5403997302055359, y=0.34771618247032166, z=-0.044097721576690674, visibility=0.9999722838401794, presence=0.9999886751174927)], ['Right Ankle', NormalizedLandmark(x=0.5763035416603088, y=0.36442044377326965, z=0.16123878955841064, visibility=0.5800944566726685, presence=0.9999549388885498)], ['Left Ankle', NormalizedLandmark(x=0.5864204168319702, y=0.35892271995544434, z=0.07025457918643951, visibility=0.9293897747993469, presence=0.9999243021011353)], ['Right Heel', NormalizedLandmark(x=0.5958515405654907, y=0.4146983027458191, z=0.2609195411205292, visibility=0.7630699276924133, presence=0.9996901750564575)], ['Left Heel', NormalizedLandmark(x=0.6207044124603271, y=0.3844313323497772, z=0.2241240292787552, visibility=0.9127932786941528, presence=0.9996052384376526)], ['Right Foot Index', NormalizedLandmark(x=0.6072453260421753, y=0.42428261041641235, z=0.2690381109714508, visibility=0.7911384701728821, presence=0.9992214441299438)], ['Left Foot Index', NormalizedLandmark(x=0.6241315007209778, y=0.39113590121269226, z=0.23975472152233124, visibility=0.8719267249107361, presence=0.9997114539146423)]]"
1.266666667,"[['Right Knee', NormalizedLandmark(x=0.514163076877594, y=0.3461523652076721, z=0.03955783694982529, visibility=0.9999542832374573, presence=0.9999778270721436)], ['Left Knee', NormalizedLandmark(x=0.541132390499115, y=0.34883299469947815, z=-0.0395931750535965, visibility=0.9999707341194153, presence=0.99998939037323)], ['Right Ankle', NormalizedLandmark(x=0.5762926936149597, y=0.3572764992713928, z=0.1592617779970169, visibility=0.5495756268501282, presence=0.9999405145645142)], ['Left Ankle', NormalizedLandmark(x=0.5807638764381409, y=0.3668961524963379, z=0.06303763389587402, visibility=0.9232608675956726, presence=0.9999643564224243)], ['Right Heel', NormalizedLandmark(x=0.6184066534042358, y=0.3844049572944641, z=0.23731927573680878, visibility=0.7624426484107971, presence=0.9999011754989624)], ['Left Heel', NormalizedLandmark(x=0.5998261570930481, y=0.4187324643135071, z=0.18027065694332123, visibility=0.9143308401107788, presence=0.9997794032096863)], ['Right Foot Index', NormalizedLandmark(x=0.6221410632133484, y=0.39363202452659607, z=0.24281729757785797, visibility=0.7917065620422363, presence=0.9997895359992981)], ['Left Foot Index', NormalizedLandmark(x=0.6023600101470947, y=0.4284873306751251, z=0.1916869431734085, visibility=0.8742073774337769, presence=0.9997817873954773)]]"
1.3,"[['Right Knee', NormalizedLandmark(x=0.5159119367599487, y=0.34223923087120056, z=0.04428471624851227, visibility=0.9999442100524902, presence=0.9999839067459106)], ['Left Knee', NormalizedLandmark(x=0.5398065447807312, y=0.34837111830711365, z=-0.044307827949523926, visibility=0.9999685287475586, presence=0.9999862909317017)], ['Right Ankle', NormalizedLandmark(x=0.5740380883216858, y=0.3479480743408203, z=0.17792542278766632, visibility=0.5200493931770325, presence=0.9998972415924072)], ['Left Ankle', NormalizedLandmark(x=0.5852113366127014, y=0.3670896291732788, z=-0.022962382063269615, visibility=0.9257645606994629, presence=0.99996018409729)], ['Right Heel', NormalizedLandmark(x=0.6086955666542053, y=0.37043505907058716, z=0.25715017318725586, visibility=0.7570708394050598, presence=0.9997743964195251)], ['Left Heel', NormalizedLandmark(x=0.5848584771156311, y=0.4178503751754761, z=0.04461533576250076, visibility=0.9179681539535522, presence=0.999661922454834)], ['Right Foot Index', NormalizedLandmark(x=0.6118819713592529, y=0.37702077627182007, z=0.26366835832595825, visibility=0.7881210446357727, presence=0.9995724558830261)], ['Left Foot Index', NormalizedLandmark(x=0.5807891488075256, y=0.42880022525787354, z=0.05240058898925781, visibility=0.8740654587745667, presence=0.9995148181915283)]]"
pose52,
1,"[['Right Knee', NormalizedLandmark(x=0.4259239435195923, y=0.46929866075515747, z=0.0831734836101532, visibility=0.9751575589179993, presence=0.9999979734420776)], ['Left Knee', NormalizedLandmark(x=0.44405993819236755, y=0.4659389853477478, z=-0.08327935636043549, visibility=0.9842541813850403, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.5127229690551758, y=0.5103583335876465, z=0.09877350926399231, visibility=0.6480921506881714, presence=0.9998006224632263)], ['Left Ankle', NormalizedLandmark(x=0.5257408022880554, y=0.4966448247432709, z=-0.09518102556467056, visibility=0.8281335830688477, presence=0.9998717308044434)], ['Right Heel', NormalizedLandmark(x=0.5625145435333252, y=0.5759387016296387, z=0.12665316462516785, visibility=0.6734124422073364, presence=0.9987832903862)], ['Left Heel', NormalizedLandmark(x=0.5658673048019409, y=0.5757607817649841, z=-0.04448762163519859, visibility=0.7697784900665283, presence=0.9991576671600342)], ['Right Foot Index', NormalizedLandmark(x=0.5664361119270325, y=0.5933918356895447, z=0.12496034801006317, visibility=0.7849111557006836, presence=0.9971575736999512)], ['Left Foot Index', NormalizedLandmark(x=0.5680244565010071, y=0.5923580527305603, z=-0.04090782254934311, visibility=0.7784057259559631, presence=0.9992037415504456)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.4242049753665924, y=0.4720132350921631, z=0.10231948643922806, visibility=0.9776415824890137, presence=1.0)], ['Left Knee', NormalizedLandmark(x=0.4454458951950073, y=0.46722546219825745, z=-0.102305568754673, visibility=0.9858285784721375, presence=0.9999998807907104)], ['Right Ankle', NormalizedLandmark(x=0.49428391456604004, y=0.49902138113975525, z=0.27373602986335754, visibility=0.6089065670967102, presence=0.9999974966049194)], ['Left Ankle', NormalizedLandmark(x=0.5264121294021606, y=0.48991042375564575, z=-0.03678875043988228, visibility=0.8418135643005371, presence=0.9999951124191284)], ['Right Heel', NormalizedLandmark(x=0.5435760021209717, y=0.5604212880134583, z=0.3873937129974365, visibility=0.6772321462631226, presence=0.9999804496765137)], ['Left Heel', NormalizedLandmark(x=0.5898305773735046, y=0.5596728324890137, z=0.051282741129398346, visibility=0.789656937122345, presence=0.9999886751174927)], ['Right Foot Index', NormalizedLandmark(x=0.5436381697654724, y=0.5728315711021423, z=0.3949125409126282, visibility=0.7877756357192993, presence=0.9999412298202515)], ['Left Foot Index', NormalizedLandmark(x=0.5916221141815186, y=0.5735456943511963, z=0.059396516531705856, visibility=0.7971038222312927, presence=0.9999896287918091)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.422542542219162, y=0.4623519778251648, z=0.10939889401197433, visibility=0.9798755049705505, presence=0.9999985694885254)], ['Left Knee', NormalizedLandmark(x=0.4322405159473419, y=0.46426135301589966, z=-0.10950319468975067, visibility=0.9872437715530396, presence=0.9999955892562866)], ['Right Ankle', NormalizedLandmark(x=0.49811628460884094, y=0.49774274230003357, z=0.2495729923248291, visibility=0.5593154430389404, presence=0.9999799728393555)], ['Left Ankle', NormalizedLandmark(x=0.5183270573616028, y=0.49342870712280273, z=-0.03145235776901245, visibility=0.8482236266136169, presence=0.9998862743377686)], ['Right Heel', NormalizedLandmark(x=0.5466618537902832, y=0.5453089475631714, z=0.3996531069278717, visibility=0.6405956745147705, presence=0.9998286962509155)], ['Left Heel', NormalizedLandmark(x=0.5595048069953918, y=0.5488306283950806, z=0.09360456466674805, visibility=0.7996286153793335, presence=0.9994012117385864)], ['Right Foot Index', NormalizedLandmark(x=0.5486338138580322, y=0.557167112827301, z=0.4108825623989105, visibility=0.7470978498458862, presence=0.9994316697120667)], ['Left Foot Index', NormalizedLandmark(x=0.5631477236747742, y=0.5613639950752258, z=0.10523238778114319, visibility=0.7949699759483337, presence=0.9993915557861328)]]"
1.1,"[ ['Right Knee', NormalizedLandmark(x=0.4236692488193512, y=0.4556131064891815, z=-0.10393793135881424, visibility=0.9885138273239136, presence=0.9999959468841553)], ['Left Knee', NormalizedLandmark(x=0.426089882850647, y=0.4559791684150696, z=0.10374494642019272, visibility=0.9818825721740723, presence=0.9999977350234985)], ['Right Ankle', NormalizedLandmark(x=0.480427086353302, y=0.47278162837028503, z=-0.08657503128051758, visibility=0.8039793968200684, presence=0.9999089241027832)],  ['Left Ankle', NormalizedLandmark(x=0.48526695370674133, y=0.5083503723144531, z=0.14787009358406067, visibility=0.5229296088218689, presence=0.9999709129333496)],  ['Right Heel', NormalizedLandmark(x=0.5173460841178894, y=0.5042160749435425, z=0.03440045937895775, visibility=0.7604168653488159, presence=0.9999246597290039)], ['Left Heel', NormalizedLandmark(x=0.5295044183731079, y=0.5664977431297302, z=0.20725570619106293, visibility=0.6286983489990234, presence=0.9998250603675842)],  ['Right Foot Index', NormalizedLandmark(x=0.5177901983261108, y=0.512519359588623, z=0.045966316014528275, visibility=0.755852997303009, presence=0.9999343156814575)], ['Left Foot Index', NormalizedLandmark(x=0.5321907997131348, y=0.5802444219589233, z=0.20869258046150208, visibility=0.7357126474380493, presence=0.9994506239891052)]]"
1.133333333,"[ ['Right Knee', NormalizedLandmark(x=0.42155954241752625, y=0.4565856158733368, z=-0.10461559891700745, visibility=0.9896533489227295, presence=0.9999880790710449)], ['Left Knee', NormalizedLandmark(x=0.42546409368515015, y=0.4546821713447571, z=0.1045692041516304, visibility=0.9836852550506592, presence=0.9999947547912598)],  ['Right Ankle', NormalizedLandmark(x=0.48403722047805786, y=0.4767569303512573, z=-0.13283905386924744, visibility=0.806420624256134, presence=0.9999057054519653)], ['Left Ankle', NormalizedLandmark(x=0.48356637358665466, y=0.5061209797859192, z=0.18080860376358032, visibility=0.5031325221061707, presence=0.9999725818634033)], ['Right Heel', NormalizedLandmark(x=0.5182231068611145, y=0.5167518258094788, z=0.020710140466690063, visibility=0.7508242130279541, presence=0.9998303651809692)], ['Left Heel', NormalizedLandmark(x=0.5262513160705566, y=0.5692747831344604, z=0.27630415558815, visibility=0.629189133644104, presence=0.999679446220398)],  ['Right Foot Index', NormalizedLandmark(x=0.5169128775596619, y=0.5278611183166504, z=0.03658976033329964, visibility=0.7451510429382324, presence=0.9998608827590942)], ['Left Foot Index', NormalizedLandmark(x=0.5267162322998047, y=0.5777218341827393, z=0.28188028931617737, visibility=0.7328973412513733, presence=0.999072790145874)]]"
pose53,
0.833333333,"[['Right Knee', NormalizedLandmark(x=0.5424062609672546, y=0.4249710440635681, z=0.07258745282888412, visibility=0.9999843835830688, presence=0.9999996423721313)], ['Left Knee', NormalizedLandmark(x=0.575063943862915, y=0.4148205518722534, z=-0.07270412147045135, visibility=0.9999896883964539, presence=0.9999991655349731)], ['Right Ankle', NormalizedLandmark(x=0.6038484573364258, y=0.47437795996665955, z=0.09647378325462341, visibility=0.7311341166496277, presence=0.9999308586120605)], ['Left Ankle', NormalizedLandmark(x=0.6264299154281616, y=0.47812965512275696, z=-0.15281528234481812, visibility=0.9860566258430481, presence=0.999909520149231)], ['Right Heel', NormalizedLandmark(x=0.6399048566818237, y=0.5444517731666565, z=0.07831501215696335, visibility=0.7589775323867798, presence=0.9996620416641235)], ['Left Heel', NormalizedLandmark(x=0.6559540033340454, y=0.5543100237846375, z=-0.2304619997739792, visibility=0.9618268013000488, presence=0.9992758631706238)], ['Right Foot Index', NormalizedLandmark(x=0.6394342184066772, y=0.5594585537910461, z=0.07395057380199432, visibility=0.8581563830375671, presence=0.999021053314209)], ['Left Foot Index', NormalizedLandmark(x=0.6543524861335754, y=0.569757342338562, z=-0.23879176378250122, visibility=0.9266303777694702, presence=0.9988792538642883)]]"
0.866666667,"[['Right Knee', NormalizedLandmark(x=0.5438735485076904, y=0.42491844296455383, z=0.07455124706029892, visibility=0.9999853372573853, presence=0.9999998807907104)], ['Left Knee', NormalizedLandmark(x=0.5749963521957397, y=0.41470006108283997, z=-0.07464860379695892, visibility=0.9999903440475464, presence=0.9999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.6056300401687622, y=0.4724541902542114, z=0.12710551917552948, visibility=0.6989640593528748, presence=0.9999699592590332)], ['Left Ankle', NormalizedLandmark(x=0.6257801055908203, y=0.4741097688674927, z=-0.14951014518737793, visibility=0.9855355024337769, presence=0.9999758005142212)], ['Right Heel', NormalizedLandmark(x=0.6377542018890381, y=0.5440325736999512, z=0.10312363505363464, visibility=0.7106037139892578, presence=0.9998180270195007)], ['Left Heel', NormalizedLandmark(x=0.6571903824806213, y=0.5546855926513672, z=-0.23699556291103363, visibility=0.9538217186927795, presence=0.999693751335144)], ['Right Foot Index', NormalizedLandmark(x=0.6407012939453125, y=0.5595126152038574, z=0.08661463111639023, visibility=0.8361665606498718, presence=0.9994841814041138)], ['Left Foot Index', NormalizedLandmark(x=0.6582913994789124, y=0.5703248381614685, z=-0.2461215853691101, visibility=0.9229069948196411, presence=0.9994353652000427)]]"
0.9,"[['Right Knee', NormalizedLandmark(x=0.5451443791389465, y=0.4206240773200989, z=0.06862172484397888, visibility=0.9999858140945435, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.5792918801307678, y=0.4090505838394165, z=-0.06873968988656998, visibility=0.9999905824661255, presence=0.9999991655349731)], ['Right Ankle', NormalizedLandmark(x=0.6041145324707031, y=0.47262904047966003, z=0.1052515059709549, visibility=0.7209905982017517, presence=0.9999657869338989)], ['Left Ankle', NormalizedLandmark(x=0.6364223957061768, y=0.4701002836227417, z=-0.09751852601766586, visibility=0.9864616394042969, presence=0.9999517202377319)], ['Right Heel', NormalizedLandmark(x=0.6380809545516968, y=0.5419354438781738, z=0.09175179898738861, visibility=0.7305628657341003, presence=0.9998376369476318)], ['Left Heel', NormalizedLandmark(x=0.6755261421203613, y=0.5472308397293091, z=-0.1354810893535614, visibility=0.9567003846168518, presence=0.9996548891067505)], ['Right Foot Index', NormalizedLandmark(x=0.6400404572486877, y=0.5561770796775818, z=0.08706934750080109, visibility=0.8476637601852417, presence=0.9994571805000305)], ['Left Foot Index', NormalizedLandmark(x=0.6753280162811279, y=0.5637186765670776, z=-0.14036637544631958, visibility=0.928077220916748, presence=0.9994649291038513)]]"
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.5445970296859741, y=0.4085589051246643, z=0.03760373219847679, visibility=0.999984860420227, presence=0.9999978542327881)], ['Left Knee', NormalizedLandmark(x=0.5805851817131042, y=0.3976384103298187, z=-0.03775995597243309, visibility=0.999989926815033, presence=0.9999978542327881)], ['Right Ankle', NormalizedLandmark(x=0.5987794995307922, y=0.4723513424396515, z=0.05553381145000458, visibility=0.7443174719810486, presence=0.9999074935913086)], ['Left Ankle', NormalizedLandmark(x=0.6327825784683228, y=0.4587976038455963, z=-0.029357627034187317, visibility=0.9856927990913391, presence=0.9999063014984131)], ['Right Heel', NormalizedLandmark(x=0.6371946334838867, y=0.5436441898345947, z=0.021792979910969734, visibility=0.7523960471153259, presence=0.999616265296936)], ['Left Heel', NormalizedLandmark(x=0.6652888059616089, y=0.5326521396636963, z=-0.02779175154864788, visibility=0.956159770488739, presence=0.9993184804916382)], ['Right Foot Index', NormalizedLandmark(x=0.6402289271354675, y=0.5570579767227173, z=0.015236292965710163, visibility=0.8598576188087463, presence=0.9987280964851379)], ['Left Foot Index', NormalizedLandmark(x=0.6633697152137756, y=0.5458945631980896, z=-0.029059799388051033, visibility=0.9304130673408508, presence=0.9990832805633545)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.5446387529373169, y=0.39580366015434265, z=0.03906600922346115, visibility=0.9999837875366211, presence=0.9999980926513672)], ['Left Knee', NormalizedLandmark(x=0.5807192325592041, y=0.3856869637966156, z=-0.03924604505300522, visibility=0.9999890923500061, presence=0.9999979734420776)], ['Right Ankle', NormalizedLandmark(x=0.5967311859130859, y=0.4681992828845978, z=0.04608147218823433, visibility=0.7633481621742249, presence=0.9999094009399414)], ['Left Ankle', NormalizedLandmark(x=0.6212118268013, y=0.4479084014892578, z=-0.026023436337709427, visibility=0.9795274138450623, presence=0.9998939037322998)], ['Right Heel', NormalizedLandmark(x=0.6350042223930359, y=0.5437337160110474, z=0.009032195433974266, visibility=0.7703918218612671, presence=0.9995704293251038)], ['Left Heel', NormalizedLandmark(x=0.6417644619941711, y=0.5185928344726562, z=-0.01852140761911869, visibility=0.9455143809318542, presence=0.9994217157363892)], ['Right Foot Index', NormalizedLandmark(x=0.6397765874862671, y=0.5574231147766113, z=0.00244453945197165, visibility=0.870151162147522, presence=0.9985089898109436)], ['Left Foot Index', NormalizedLandmark(x=0.6407477855682373, y=0.5303070545196533, z=-0.019081011414527893, visibility=0.9233734607696533, presence=0.9992302656173706)]]"
pose54,
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.5431329607963562, y=0.4742385447025299, z=0.0424974262714386, visibility=0.9999834299087524, presence=0.9999991655349731)], ['Left Knee', NormalizedLandmark(x=0.5647141933441162, y=0.474452942609787, z=-0.04259716346859932, visibility=0.999984085559845, presence=0.9999983310699463)], ['Right Ankle', NormalizedLandmark(x=0.6091933250427246, y=0.5127862095832825, z=0.03356204554438591, visibility=0.8105544447898865, presence=0.9999904632568359)], ['Left Ankle', NormalizedLandmark(x=0.6095929145812988, y=0.522803544998169, z=-0.04182707145810127, visibility=0.9694117307662964, presence=0.9999767541885376)], ['Right Heel', NormalizedLandmark(x=0.6520580053329468, y=0.562111496925354, z=0.0016585692064836621, visibility=0.8907158374786377, presence=0.9999768733978271)], ['Left Heel', NormalizedLandmark(x=0.581824779510498, y=0.5686534643173218, z=-0.019277965649962425, visibility=0.9600667357444763, presence=0.999962568283081)], ['Right Foot Index', NormalizedLandmark(x=0.6584141850471497, y=0.5760841369628906, z=-0.004229454323649406, visibility=0.9389213919639587, presence=0.9999357461929321)], ['Left Foot Index', NormalizedLandmark(x=0.5712213516235352, y=0.5747951865196228, z=-0.016683056950569153, visibility=0.961630642414093, presence=0.9999524354934692)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.5458743572235107, y=0.47855716943740845, z=0.07039641588926315, visibility=0.9999722838401794, presence=0.9999916553497314)], ['Left Knee', NormalizedLandmark(x=0.5675933957099915, y=0.4771665632724762, z=-0.0704827681183815, visibility=0.9999781847000122, presence=0.9999910593032837)], ['Right Ankle', NormalizedLandmark(x=0.6149258613586426, y=0.5090879797935486, z=0.08246111124753952, visibility=0.7559312582015991, presence=0.9999510049819946)], ['Left Ankle', NormalizedLandmark(x=0.6283659338951111, y=0.511482298374176, z=-0.1318645179271698, visibility=0.9701076745986938, presence=0.9999682903289795)], ['Right Heel', NormalizedLandmark(x=0.6444099545478821, y=0.5663939118385315, z=0.061423711478710175, visibility=0.8524767756462097, presence=0.9998540878295898)], ['Left Heel', NormalizedLandmark(x=0.6509541273117065, y=0.5822858214378357, z=-0.1609548181295395, visibility=0.9612923264503479, presence=0.9997060894966125)], ['Right Foot Index', NormalizedLandmark(x=0.6447173357009888, y=0.589411735534668, z=0.056286364793777466, visibility=0.9190301895141602, presence=0.9995997548103333)], ['Left Foot Index', NormalizedLandmark(x=0.648159921169281, y=0.5985269546508789, z=-0.16393020749092102, visibility=0.9622899293899536, presence=0.9996033310890198)]]"
1,"[['Right Knee', NormalizedLandmark(x=0.5436181426048279, y=0.46913495659828186, z=0.06566353887319565, visibility=0.9999661445617676, presence=0.999992847442627)], ['Left Knee', NormalizedLandmark(x=0.5590544939041138, y=0.47233694791793823, z=-0.06564665585756302, visibility=0.9999715685844421, presence=0.9999904632568359)], ['Right Ankle', NormalizedLandmark(x=0.603707492351532, y=0.5201699137687683, z=0.10843420028686523, visibility=0.7587648034095764, presence=0.9999234676361084)], ['Left Ankle', NormalizedLandmark(x=0.6037139296531677, y=0.4793563485145569, z=-0.0014844374964013696, visibility=0.9638722538948059, presence=0.999873161315918)], ['Right Heel', NormalizedLandmark(x=0.6428974270820618, y=0.5653668642044067, z=0.15840548276901245, visibility=0.8517836928367615, presence=0.9992741942405701)], ['Left Heel', NormalizedLandmark(x=0.6439723372459412, y=0.5149661898612976, z=0.1170395240187645, visibility=0.9491924047470093, presence=0.9996193647384644)], ['Right Foot Index', NormalizedLandmark(x=0.6488640904426575, y=0.579990565776825, z=0.16226524114608765, visibility=0.9148045182228088, presence=0.9976165294647217)], ['Left Foot Index', NormalizedLandmark(x=0.6481665968894958, y=0.5238077044487, z=0.12925490736961365, visibility=0.9505369663238525, presence=0.9996700286865234)]]"
1.033333333,"[ ['Right Knee', NormalizedLandmark(x=0.5539135336875916, y=0.4749492406845093, z=-0.0687381774187088, visibility=0.9999622106552124, presence=0.999981164932251)], ['Left Knee', NormalizedLandmark(x=0.5368728041648865, y=0.46922293305397034, z=0.06875082105398178, visibility=0.9999452233314514, presence=0.9999769926071167)], ['Right Ankle', NormalizedLandmark(x=0.5934313535690308, y=0.5123706459999084, z=0.013808262534439564, visibility=0.9554677605628967, presence=0.9998045563697815)],  ['Left Ankle', NormalizedLandmark(x=0.5956940054893494, y=0.5062866806983948, z=0.20537622272968292, visibility=0.694656252861023, presence=0.9996895790100098)], ['Right Heel', NormalizedLandmark(x=0.6380465030670166, y=0.5638255476951599, z=0.09951044619083405, visibility=0.9438968300819397, presence=0.998435914516449)], ['Left Heel', NormalizedLandmark(x=0.6408064365386963, y=0.5421698689460754, z=0.2982467710971832, visibility=0.7998998761177063, presence=0.9992645382881165)],   ['Right Foot Index', NormalizedLandmark(x=0.6412613987922668, y=0.5706320405006409, z=0.10786706209182739, visibility=0.9402238726615906, presence=0.9983035326004028)], ['Left Foot Index', NormalizedLandmark(x=0.6485986709594727, y=0.5518857836723328, z=0.3064361810684204, visibility=0.8759049773216248, presence=0.9981694221496582)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.533181369304657, y=0.46349355578422546, z=0.0760071873664856, visibility=0.999936044216156, presence=0.9999834299087524)], ['Left Knee', NormalizedLandmark(x=0.5402917265892029, y=0.4692702293395996, z=-0.0761183574795723, visibility=0.9999251365661621, presence=0.9999291896820068)], ['Right Ankle', NormalizedLandmark(x=0.5891201496124268, y=0.5141901969909668, z=0.1283518373966217, visibility=0.7071963548660278, presence=0.9999465942382812)], ['Left Ankle', NormalizedLandmark(x=0.59219890832901, y=0.4500376284122467, z=-0.06085724011063576, visibility=0.9451305270195007, presence=0.9998276233673096)], ['Right Heel', NormalizedLandmark(x=0.6316390633583069, y=0.5702874064445496, z=0.17944347858428955, visibility=0.8146922588348389, presence=0.9982247948646545)], ['Left Heel', NormalizedLandmark(x=0.5812592506408691, y=0.4928309917449951, z=0.08687786757946014, visibility=0.9051308631896973, presence=0.9995837807655334)], ['Right Foot Index', NormalizedLandmark(x=0.6322465538978577, y=0.5838403701782227, z=0.1825730800628662, visibility=0.8821899890899658, presence=0.9934821724891663)], ['Left Foot Index', NormalizedLandmark(x=0.5747467279434204, y=0.4984634816646576, z=0.10263968259096146, visibility=0.8873710632324219, presence=0.9995678067207336)]]"
pose55,
0.366666667,"[['Right Knee', NormalizedLandmark(x=0.5451425313949585, y=0.41647398471832275, z=0.07136373966932297, visibility=0.9999911189079285, presence=0.9999971389770508)], ['Left Knee', NormalizedLandmark(x=0.5765355825424194, y=0.40190771222114563, z=-0.07143182307481766, visibility=0.9999952912330627, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.605366587638855, y=0.44847530126571655, z=0.2454386055469513, visibility=0.6991095542907715, presence=0.9998010993003845)], ['Left Ankle', NormalizedLandmark(x=0.6349023580551147, y=0.447979599237442, z=-0.17425495386123657, visibility=0.9809764623641968, presence=0.9999672174453735)], ['Right Heel', NormalizedLandmark(x=0.6494099497795105, y=0.5028457045555115, z=0.39388465881347656, visibility=0.7608808279037476, presence=0.9998006224632263)], ['Left Heel', NormalizedLandmark(x=0.6751507520675659, y=0.5210725665092468, z=-0.23311695456504822, visibility=0.9219866394996643, presence=0.9998266100883484)], ['Right Foot Index', NormalizedLandmark(x=0.651958703994751, y=0.5097739100456238, z=0.4506928026676178, visibility=0.8738869428634644, presence=0.9996635913848877)], ['Left Foot Index', NormalizedLandmark(x=0.6726527810096741, y=0.5325884819030762, z=-0.2379326969385147, visibility=0.9353944063186646, presence=0.9997344613075256)]]"
0.4,"[['Right Knee', NormalizedLandmark(x=0.5440459251403809, y=0.4072050154209137, z=0.07265100628137589, visibility=0.9999834895133972, presence=0.9999955892562866)], ['Left Knee', NormalizedLandmark(x=0.5654183030128479, y=0.3968483507633209, z=-0.0726953074336052, visibility=0.9999918341636658, presence=0.9999984502792358)], ['Right Ankle', NormalizedLandmark(x=0.6056199669837952, y=0.4477614462375641, z=0.18097570538520813, visibility=0.7189322113990784, presence=0.9999090433120728)], ['Left Ankle', NormalizedLandmark(x=0.6238903999328613, y=0.4469709098339081, z=0.006388028152287006, visibility=0.9824883937835693, presence=0.9999768733978271)], ['Right Heel', NormalizedLandmark(x=0.6580694317817688, y=0.5050845742225647, z=0.2447676807641983, visibility=0.7798748016357422, presence=0.9998599290847778)], ['Left Heel', NormalizedLandmark(x=0.6868191957473755, y=0.49522364139556885, z=0.0671810433268547, visibility=0.929370105266571, presence=0.9999364614486694)], ['Right Foot Index', NormalizedLandmark(x=0.6772148609161377, y=0.5178990960121155, z=0.24899700284004211, visibility=0.8827504515647888, presence=0.999704897403717)], ['Left Foot Index', NormalizedLandmark(x=0.6897087693214417, y=0.5259488821029663, z=0.0724242627620697, visibility=0.9409549236297607, presence=0.9999337196350098)]]"
0.433333333,"[['Right Knee', NormalizedLandmark(x=0.5421758890151978, y=0.4067344069480896, z=0.07665809988975525, visibility=0.9999774694442749, presence=0.9999932050704956)], ['Left Knee', NormalizedLandmark(x=0.5647637844085693, y=0.3968656659126282, z=-0.07674166560173035, visibility=0.9999873638153076, presence=0.9999964237213135)], ['Right Ankle', NormalizedLandmark(x=0.6056538820266724, y=0.44982871413230896, z=0.18739239871501923, visibility=0.7380303144454956, presence=0.9999356269836426)], ['Left Ankle', NormalizedLandmark(x=0.6258474588394165, y=0.4433273375034332, z=0.03342512995004654, visibility=0.9833177924156189, presence=0.9999638795852661)], ['Right Heel', NormalizedLandmark(x=0.6586090326309204, y=0.5167036056518555, z=0.24473392963409424, visibility=0.798789918422699, presence=0.9998947381973267)], ['Left Heel', NormalizedLandmark(x=0.69400954246521, y=0.48237740993499756, z=0.11985500901937485, visibility=0.9357631802558899, presence=0.9999052286148071)], ['Right Foot Index', NormalizedLandmark(x=0.6669644117355347, y=0.5313034057617188, z=0.24732449650764465, visibility=0.8913840055465698, presence=0.9997180104255676)], ['Left Foot Index', NormalizedLandmark(x=0.7004446983337402, y=0.498831182718277, z=0.12776677310466766, visibility=0.9455261826515198, presence=0.9999158382415771)]]"
