pose23,
1.866666667,"[['Right Knee', NormalizedLandmark(x=0.4407694339752197, y=0.5471117496490479, z=0.033544350415468216, visibility=0.9999834299087524, presence=0.9999974966049194)], ['Left Knee', NormalizedLandmark(x=0.46647927165031433, y=0.5421349406242371, z=-0.03367672488093376, visibility=0.9999831914901733, presence=0.9999980926513672)], ['Right Ankle', NormalizedLandmark(x=0.48140451312065125, y=0.6289995312690735, z=0.16082994639873505, visibility=0.5520427227020264, presence=0.9999408721923828)], ['Left Ankle', NormalizedLandmark(x=0.5139944553375244, y=0.5725646615028381, z=0.03979376703500748, visibility=0.7518748641014099, presence=0.9999803304672241)], ['Right Heel', NormalizedLandmark(x=0.506218433380127, y=0.7225645184516907, z=0.20207218825817108, visibility=0.5670557618141174, presence=0.9995446801185608)], ['Left Heel', NormalizedLandmark(x=0.5138578414916992, y=0.5784921050071716, z=0.11007431149482727, visibility=0.6098131537437439, presence=0.9998776912689209)], ['Right Foot Index', NormalizedLandmark(x=0.5118528604507446, y=0.7482205033302307, z=0.20593520998954773, visibility=0.720633327960968, presence=0.9985784292221069)], ['Left Foot Index', NormalizedLandmark(x=0.5084032416343689, y=0.5835397839546204, z=0.11873172968626022, visibility=0.6448553800582886, presence=0.9998403787612915)]]"
1.9,"[['Right Knee', NormalizedLandmark(x=0.44050464034080505, y=0.5413434505462646, z=0.02477213554084301, visibility=0.9999827146530151, presence=0.9999980926513672)], ['Left Knee', NormalizedLandmark(x=0.4669886529445648, y=0.539555013179779, z=-0.02490801177918911, visibility=0.9999815821647644, presence=0.9999970197677612)], ['Right Ankle', NormalizedLandmark(x=0.4819593131542206, y=0.6292694211006165, z=0.13200566172599792, visibility=0.5645731091499329, presence=0.9999607801437378)], ['Left Ankle', NormalizedLandmark(x=0.5026354789733887, y=0.5336398482322693, z=0.09145590662956238, visibility=0.6988095641136169, presence=0.9999536275863647)], ['Right Heel', NormalizedLandmark(x=0.5065495371818542, y=0.728030800819397, z=0.18676915764808655, visibility=0.578886091709137, presence=0.9996756315231323)], ['Left Heel', NormalizedLandmark(x=0.4989766776561737, y=0.5820596218109131, z=0.23098811507225037, visibility=0.5565581917762756, presence=0.9998636245727539)], ['Right Foot Index', NormalizedLandmark(x=0.5112923383712769, y=0.7543867230415344, z=0.1919160932302475, visibility=0.7247161269187927, presence=0.9991280436515808)], ['Left Foot Index', NormalizedLandmark(x=0.4928472638130188, y=0.5897660255432129, z=0.24675238132476807, visibility=0.5952973961830139, presence=0.9998713731765747)]]"
1.933333333,"[['Right Knee', NormalizedLandmark(x=0.44376593828201294, y=0.5415641665458679, z=0.013087447732686996, visibility=0.9999791979789734, presence=0.9999938011169434)], ['Left Knee', NormalizedLandmark(x=0.4741450846195221, y=0.5384611487388611, z=-0.013255206868052483, visibility=0.9999796748161316, presence=0.9999954700469971)], ['Right Ankle', NormalizedLandmark(x=0.4817955791950226, y=0.6381816864013672, z=0.096837118268013, visibility=0.5808963179588318, presence=0.9998725652694702)], ['Left Ankle', NormalizedLandmark(x=0.5035210847854614, y=0.5311488509178162, z=0.13787269592285156, visibility=0.6326296329498291, presence=0.9999263286590576)], ['Right Heel', NormalizedLandmark(x=0.5076727271080017, y=0.7364707589149475, z=0.15853191912174225, visibility=0.593630850315094, presence=0.9995808005332947)], ['Left Heel', NormalizedLandmark(x=0.49332255125045776, y=0.5902394652366638, z=0.2892332375049591, visibility=0.5067285299301147, presence=0.9997753500938416)], ['Right Foot Index', NormalizedLandmark(x=0.511406421661377, y=0.7547801733016968, z=0.1644209921360016, visibility=0.7328457832336426, presence=0.9989638328552246)], ['Left Foot Index', NormalizedLandmark(x=0.486345499753952, y=0.6087853312492371, z=0.30518898367881775, visibility=0.5475842952728271, presence=0.9998080134391785)]]"
pose29,
1,"[['Right Knee', NormalizedLandmark(x=0.36430415511131287, y=0.683296263217926, z=0.045817505568265915, visibility=0.9999772310256958, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.39688989520072937, y=0.6639838814735413, z=-0.04596879705786705, visibility=0.999971330165863, presence=0.9999992847442627)], ['Right Ankle', NormalizedLandmark(x=0.3982148766517639, y=0.7486339807510376, z=0.21434323489665985, visibility=0.5343331694602966, presence=0.9999909400939941)], ['Left Ankle', NormalizedLandmark(x=0.4542292654514313, y=0.7289718985557556, z=-0.13097035884857178, visibility=0.8930886387825012, presence=0.9999982118606567)], ['Right Heel', NormalizedLandmark(x=0.4301779270172119, y=0.8190522789955139, z=0.24958521127700806, visibility=0.6896450519561768, presence=0.999985933303833)], ['Left Heel', NormalizedLandmark(x=0.4998108446598053, y=0.8405591249465942, z=-0.2649221420288086, visibility=0.8447282910346985, presence=0.9999877214431763)], ['Right Foot Index', NormalizedLandmark(x=0.43598484992980957, y=0.8569355010986328, z=0.25206422805786133, visibility=0.8279123306274414, presence=0.9999659061431885)], ['Left Foot Index', NormalizedLandmark(x=0.49522724747657776, y=0.8665728569030762, z=-0.2768632173538208, visibility=0.8653695583343506, presence=0.9999704360961914)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.36230581998825073, y=0.679912805557251, z=0.04489028453826904, visibility=0.9999783635139465, presence=0.9999992847442627)], ['Left Knee', NormalizedLandmark(x=0.3932386040687561, y=0.6584746241569519, z=-0.044652488082647324, visibility=0.9999735355377197, presence=0.9999990463256836)], ['Right Ankle', NormalizedLandmark(x=0.40114814043045044, y=0.7534458637237549, z=0.04448942467570305, visibility=0.5731340646743774, presence=0.9999570846557617)], ['Left Ankle', NormalizedLandmark(x=0.4426363408565521, y=0.7245357632637024, z=-0.1014537438750267, visibility=0.9036256074905396, presence=0.9999867677688599)], ['Right Heel', NormalizedLandmark(x=0.4270574748516083, y=0.8186835050582886, z=-0.02854873426258564, visibility=0.7181891202926636, presence=0.9999697208404541)], ['Left Heel', NormalizedLandmark(x=0.4812757670879364, y=0.8241586089134216, z=-0.22679951786994934, visibility=0.8600798845291138, presence=0.9999665021896362)], ['Right Foot Index', NormalizedLandmark(x=0.43370509147644043, y=0.8550570607185364, z=-0.03678503632545471, visibility=0.8446534276008606, presence=0.9999120235443115)], ['Left Foot Index', NormalizedLandmark(x=0.47541502118110657, y=0.83127361536026, z=-0.2385869324207306, visibility=0.8787006735801697, presence=0.999936580657959)]]"
1.066666667,"[['Right Knee', NormalizedLandmark(x=0.36189571022987366, y=0.6749679446220398, z=0.03980567678809166, visibility=0.999976634979248, presence=0.999998927116394)], ['Left Knee', NormalizedLandmark(x=0.3920571506023407, y=0.656315803527832, z=-0.03989946097135544, visibility=0.9999712109565735, presence=0.9999978542327881)], ['Right Ankle', NormalizedLandmark(x=0.4056013226509094, y=0.7437641024589539, z=0.11921025067567825, visibility=0.5574204325675964, presence=0.9999709129333496)], ['Left Ankle', NormalizedLandmark(x=0.4229261577129364, y=0.7072132229804993, z=0.03888425603508949, visibility=0.8758523464202881, presence=0.9999734163284302)], ['Right Heel', NormalizedLandmark(x=0.43980246782302856, y=0.8222922682762146, z=0.07865668088197708, visibility=0.7341820597648621, presence=0.9999241828918457)], ['Left Heel', NormalizedLandmark(x=0.4343247711658478, y=0.8027307391166687, z=-0.005162562243640423, visibility=0.8552607297897339, presence=0.9999301433563232)], ['Right Foot Index', NormalizedLandmark(x=0.44403502345085144, y=0.8493678569793701, z=0.07530155032873154, visibility=0.8567957878112793, presence=0.9996947050094604)], ['Left Foot Index', NormalizedLandmark(x=0.43495652079582214, y=0.8220551609992981, z=-0.009749156422913074, visibility=0.8777967691421509, presence=0.9998617172241211)]]"
1.1,"[['Right Knee', NormalizedLandmark(x=0.36515963077545166, y=0.6681979894638062, z=0.038777343928813934, visibility=0.9999737739562988, presence=0.9999969005584717)], ['Left Knee', NormalizedLandmark(x=0.39745259284973145, y=0.6558875441551208, z=-0.03892228379845619, visibility=0.9999718070030212, presence=0.9999984502792358)], ['Right Ankle', NormalizedLandmark(x=0.3996065855026245, y=0.7211759686470032, z=0.21193575859069824, visibility=0.5317345261573792, presence=0.9998830556869507)], ['Left Ankle', NormalizedLandmark(x=0.4188884198665619, y=0.6962702870368958, z=0.10689665377140045, visibility=0.8359884023666382, presence=0.9999678134918213)], ['Right Heel', NormalizedLandmark(x=0.42124128341674805, y=0.8094906210899353, z=0.3077276945114136, visibility=0.7173857092857361, presence=0.9997715353965759)], ['Left Heel', NormalizedLandmark(x=0.4254590570926666, y=0.7993806004524231, z=0.19661350548267365, visibility=0.8288268446922302, presence=0.9998196959495544)], ['Right Foot Index', NormalizedLandmark(x=0.4231727123260498, y=0.8265551924705505, z=0.3166007995605469, visibility=0.8510991930961609, presence=0.9994053840637207)], ['Left Foot Index', NormalizedLandmark(x=0.4261775314807892, y=0.8224095702171326, z=0.20526918768882751, visibility=0.8539149761199951, presence=0.9997542500495911)]]"
1.3,"[['Right Knee', NormalizedLandmark(x=0.360641747713089, y=0.6034218072891235, z=-0.002589502837508917, visibility=0.9999700784683228, presence=0.9999637603759766)], ['Left Knee', NormalizedLandmark(x=0.3930340111255646, y=0.5889815092086792, z=0.002320370404049754, visibility=0.9999662637710571, presence=0.9999223947525024)], ['Right Ankle', NormalizedLandmark(x=0.33883342146873474, y=0.6989818811416626, z=0.030305180698633194, visibility=0.5962132811546326, presence=0.9999899864196777)], ['Left Ankle', NormalizedLandmark(x=0.39841869473457336, y=0.6512574553489685, z=0.08297882974147797, visibility=0.7854170203208923, presence=0.9999593496322632)], ['Right Heel', NormalizedLandmark(x=0.36476096510887146, y=0.7707070708274841, z=0.06408821791410446, visibility=0.7350467443466187, presence=0.9995443224906921)], ['Left Heel', NormalizedLandmark(x=0.39449527859687805, y=0.7605140209197998, z=0.13825052976608276, visibility=0.7960634231567383, presence=0.9987780451774597)], ['Right Foot Index', NormalizedLandmark(x=0.3712577521800995, y=0.7815505266189575, z=0.06737234443426132, visibility=0.832405686378479, presence=0.9985958933830261)], ['Left Foot Index', NormalizedLandmark(x=0.3944796919822693, y=0.7790394425392151, z=0.1431935429573059, visibility=0.8021973371505737, presence=0.998708963394165)]]"
pose30,
0.9,"[['Right Knee', NormalizedLandmark(x=0.36347395181655884, y=0.5562757849693298, z=0.05762774869799614, visibility=0.9999847412109375, presence=0.9999970197677612)], ['Left Knee', NormalizedLandmark(x=0.3896561563014984, y=0.5422085523605347, z=-0.05777224153280258, visibility=0.9999902248382568, presence=0.9999946355819702)], ['Right Ankle', NormalizedLandmark(x=0.4185579717159271, y=0.647948145866394, z=0.12379023432731628, visibility=0.7438247203826904, presence=0.9999526739120483)], ['Left Ankle', NormalizedLandmark(x=0.44240429997444153, y=0.6030316948890686, z=-0.00409386632964015, visibility=0.909197986125946, presence=0.9999257326126099)], ['Right Heel', NormalizedLandmark(x=0.45302918553352356, y=0.7423504590988159, z=0.13049639761447906, visibility=0.8360975980758667, presence=0.9997557997703552)], ['Left Heel', NormalizedLandmark(x=0.4300810694694519, y=0.6642432808876038, z=0.09493257850408554, visibility=0.8914778232574463, presence=0.9998916387557983)], ['Right Foot Index', NormalizedLandmark(x=0.45368853211402893, y=0.7646077275276184, z=0.12909743189811707, visibility=0.8925129771232605, presence=0.9992749094963074)], ['Left Foot Index', NormalizedLandmark(x=0.4227195680141449, y=0.671321451663971, z=0.11070259660482407, visibility=0.8805118203163147, presence=0.9998940229415894)]]"
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.3711107075214386, y=0.5542267560958862, z=0.08712642639875412, visibility=0.9999861121177673, presence=0.9999998807907104)], ['Left Knee', NormalizedLandmark(x=0.3972072899341583, y=0.5407417416572571, z=-0.08723796159029007, visibility=0.9999911785125732, presence=1.0)], ['Right Ankle', NormalizedLandmark(x=0.41806185245513916, y=0.6459595561027527, z=0.22197368741035461, visibility=0.7524086236953735, presence=0.9999959468841553)], ['Left Ankle', NormalizedLandmark(x=0.45170390605926514, y=0.6183449029922485, z=-0.1293153613805771, visibility=0.9182714223861694, presence=0.9999994039535522)], ['Right Heel', NormalizedLandmark(x=0.4454745352268219, y=0.7344874143600464, z=0.29175832867622375, visibility=0.8460932970046997, presence=0.9999799728393555)], ['Left Heel', NormalizedLandmark(x=0.49251481890678406, y=0.7359279990196228, z=-0.20669372379779816, visibility=0.9023163914680481, presence=0.9999886751174927)], ['Right Foot Index', NormalizedLandmark(x=0.4480430483818054, y=0.7574977278709412, z=0.29694998264312744, visibility=0.9002851247787476, presence=0.999933123588562)], ['Left Foot Index', NormalizedLandmark(x=0.4906260371208191, y=0.7655476331710815, z=-0.2140038013458252, visibility=0.892410933971405, presence=0.9999709129333496)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.37703460454940796, y=0.5474631190299988, z=0.07974013686180115, visibility=0.999985933303833, presence=0.9999994039535522)], ['Left Knee', NormalizedLandmark(x=0.39943450689315796, y=0.5387726426124573, z=-0.07985714823007584, visibility=0.9999911189079285, presence=0.9999991655349731)], ['Right Ankle', NormalizedLandmark(x=0.42407408356666565, y=0.6432684063911438, z=0.19658081233501434, visibility=0.7300521731376648, presence=0.9999765157699585)], ['Left Ankle', NormalizedLandmark(x=0.4496643841266632, y=0.6227694749832153, z=-0.03969903290271759, visibility=0.9254419207572937, presence=0.9999779462814331)], ['Right Heel', NormalizedLandmark(x=0.44743338227272034, y=0.7375569939613342, z=0.27646324038505554, visibility=0.8378241062164307, presence=0.9998908042907715)], ['Left Heel', NormalizedLandmark(x=0.4999992549419403, y=0.7255041599273682, z=0.0005364791140891612, visibility=0.9109459519386292, presence=0.9998732805252075)], ['Right Foot Index', NormalizedLandmark(x=0.4477352201938629, y=0.7601451873779297, z=0.2821497619152069, visibility=0.8879656791687012, presence=0.9995819926261902)], ['Left Foot Index', NormalizedLandmark(x=0.5012878179550171, y=0.7521899342536926, z=0.004240252543240786, visibility=0.9005459547042847, presence=0.9998224377632141)]]"
1,"[['Right Knee', NormalizedLandmark(x=0.38360506296157837, y=0.5238993167877197, z=0.07611885666847229, visibility=0.999986469745636, presence=0.9999996423721313)], ['Left Knee', NormalizedLandmark(x=0.3975403606891632, y=0.5280534625053406, z=-0.0762241780757904, visibility=0.9999913573265076, presence=0.9999994039535522)], ['Right Ankle', NormalizedLandmark(x=0.4285300076007843, y=0.621772289276123, z=0.1853172928094864, visibility=0.7190083861351013, presence=0.9999943971633911)], ['Left Ankle', NormalizedLandmark(x=0.44346705079078674, y=0.6067001223564148, z=0.045334286987781525, visibility=0.9302516579627991, presence=0.9999828338623047)], ['Right Heel', NormalizedLandmark(x=0.44282299280166626, y=0.7356350421905518, z=0.26627689599990845, visibility=0.8423839211463928, presence=0.9999712705612183)], ['Left Heel', NormalizedLandmark(x=0.47836047410964966, y=0.6986987590789795, z=0.1708473116159439, visibility=0.9175723791122437, presence=0.9999229907989502)], ['Right Foot Index', NormalizedLandmark(x=0.4431116580963135, y=0.7540757060050964, z=0.27219343185424805, visibility=0.8834814429283142, presence=0.9998871088027954)], ['Left Foot Index', NormalizedLandmark(x=0.47763848304748535, y=0.7173941731452942, z=0.1836213767528534, visibility=0.9057935476303101, presence=0.9999353885650635)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.38853660225868225, y=0.5091339349746704, z=0.07927808910608292, visibility=0.9999861717224121, presence=0.9999994039535522)], ['Left Knee', NormalizedLandmark(x=0.40795040130615234, y=0.5147654414176941, z=-0.07941225171089172, visibility=0.9999909400939941, presence=0.999998927116394)], ['Right Ankle', NormalizedLandmark(x=0.4258187413215637, y=0.6121948957443237, z=0.16194655001163483, visibility=0.7031146883964539, presence=0.9999889135360718)], ['Left Ankle', NormalizedLandmark(x=0.4412888288497925, y=0.5932255387306213, z=0.04596669599413872, visibility=0.928259015083313, presence=0.9999587535858154)], ['Right Heel', NormalizedLandmark(x=0.43306657671928406, y=0.7306181192398071, z=0.22066253423690796, visibility=0.8438793420791626, presence=0.999963641166687)], ['Left Heel', NormalizedLandmark(x=0.45257943868637085, y=0.7021192908287048, z=0.14753258228302002, visibility=0.9210996031761169, presence=0.9998502731323242)], ['Right Foot Index', NormalizedLandmark(x=0.4264377951622009, y=0.7694807648658752, z=0.22305168211460114, visibility=0.8778499364852905, presence=0.9998390674591064)], ['Left Foot Index', NormalizedLandmark(x=0.44829612970352173, y=0.7214311957359314, z=0.1558109074831009, visibility=0.9036707878112793, presence=0.9998635053634644)]]"
pose 31,
0.9,"[['Right Knee', NormalizedLandmark(x=0.3626789450645447, y=0.6693472266197205, z=0.026300005614757538, visibility=0.9999871850013733, presence=0.9999943971633911)], ['Left Knee', NormalizedLandmark(x=0.39312034845352173, y=0.6550341844558716, z=-0.026434071362018585, visibility=0.9999771118164062, presence=0.9999665021896362)], ['Right Ankle', NormalizedLandmark(x=0.3946445882320404, y=0.7569719552993774, z=0.10958181321620941, visibility=0.6921663284301758, presence=0.9999624490737915)], ['Left Ankle', NormalizedLandmark(x=0.4346120059490204, y=0.7492532134056091, z=-0.03677764907479286, visibility=0.9100022912025452, presence=0.9997733235359192)], ['Right Heel', NormalizedLandmark(x=0.4258437752723694, y=0.8513182401657104, z=0.11854033172130585, visibility=0.7973313331604004, presence=0.9997904896736145)], ['Left Heel', NormalizedLandmark(x=0.40066710114479065, y=0.762036919593811, z=-0.02798573113977909, visibility=0.8385401964187622, presence=0.9996969699859619)], ['Right Foot Index', NormalizedLandmark(x=0.4267286956310272, y=0.8653034567832947, z=0.12429299205541611, visibility=0.9086205363273621, presence=0.9992792010307312)], ['Left Foot Index', NormalizedLandmark(x=0.3933386504650116, y=0.7577322125434875, z=-0.026106346398591995, visibility=0.8832260966300964, presence=0.9996317625045776)]]"
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.36892402172088623, y=0.6769660115242004, z=0.04298622906208038, visibility=0.9999876022338867, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.39958009123802185, y=0.659903883934021, z=-0.043132103979587555, visibility=0.9999781250953674, presence=0.9999985694885254)], ['Right Ankle', NormalizedLandmark(x=0.40106716752052307, y=0.7593685388565063, z=0.1442917287349701, visibility=0.7165586948394775, presence=0.9999923706054688)], ['Left Ankle', NormalizedLandmark(x=0.4416254758834839, y=0.7339532375335693, z=-0.09173160046339035, visibility=0.918887197971344, presence=0.9999890327453613)], ['Right Heel', NormalizedLandmark(x=0.42585399746894836, y=0.8517552018165588, z=0.14587406814098358, visibility=0.8160884380340576, presence=0.9999895095825195)], ['Left Heel', NormalizedLandmark(x=0.46821343898773193, y=0.8350459337234497, z=-0.14421965181827545, visibility=0.8545145392417908, presence=0.9999749660491943)], ['Right Foot Index', NormalizedLandmark(x=0.4278657138347626, y=0.8664916753768921, z=0.14503130316734314, visibility=0.9165593385696411, presence=0.9999682903289795)], ['Left Foot Index', NormalizedLandmark(x=0.4672353267669678, y=0.8487846255302429, z=-0.14839181303977966, visibility=0.8945544958114624, presence=0.9999576807022095)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.37140998244285583, y=0.6861617565155029, z=0.028345059603452682, visibility=0.9999817609786987, presence=0.9999943971633911)], ['Left Knee', NormalizedLandmark(x=0.40360647439956665, y=0.6661003232002258, z=-0.02857119031250477, visibility=0.9999740719795227, presence=0.9999951124191284)], ['Right Ankle', NormalizedLandmark(x=0.403439998626709, y=0.7578936815261841, z=0.12250767648220062, visibility=0.716163158416748, presence=0.9998177886009216)], ['Left Ankle', NormalizedLandmark(x=0.43135684728622437, y=0.7172759771347046, z=0.04942331463098526, visibility=0.9057146906852722, presence=0.999915361404419)], ['Right Heel', NormalizedLandmark(x=0.4246019423007965, y=0.8507476449012756, z=0.11220701038837433, visibility=0.8281773328781128, presence=0.9998862743377686)], ['Left Heel', NormalizedLandmark(x=0.4544188678264618, y=0.7795851826667786, z=0.05374225601553917, visibility=0.8607193827629089, presence=0.9999196529388428)], ['Right Foot Index', NormalizedLandmark(x=0.42708009481430054, y=0.8657661080360413, z=0.11022733896970749, visibility=0.920769214630127, presence=0.9996875524520874)], ['Left Foot Index', NormalizedLandmark(x=0.45337191224098206, y=0.784206748008728, z=0.05454188957810402, visibility=0.8978558778762817, presence=0.9999001026153564)]]"
1.033333333,"[['Right Knee', NormalizedLandmark(x=0.37305906414985657, y=0.5906051397323608, z=0.044139374047517776, visibility=0.9999683499336243, presence=0.9999685287475586)], ['Left Knee', NormalizedLandmark(x=0.37244364619255066, y=0.6155030131340027, z=-0.04421120882034302, visibility=0.9999729990959167, presence=0.9999667406082153)], ['Right Ankle', NormalizedLandmark(x=0.4234965443611145, y=0.5862911343574524, z=0.07389641553163528, visibility=0.6502352952957153, presence=0.9999579191207886)], ['Left Ankle', NormalizedLandmark(x=0.40352827310562134, y=0.7113974094390869, z=-0.08781173825263977, visibility=0.913621723651886, presence=0.9999839067459106)], ['Right Heel', NormalizedLandmark(x=0.46021103858947754, y=0.6307748556137085, z=0.14008936285972595, visibility=0.7718937397003174, presence=0.9998979568481445)], ['Left Heel', NormalizedLandmark(x=0.4167657494544983, y=0.8354631662368774, z=-0.03907737880945206, visibility=0.8734720945358276, presence=0.9992017149925232)], ['Right Foot Index', NormalizedLandmark(x=0.4613541066646576, y=0.6456047296524048, z=0.1444023996591568, visibility=0.86250239610672, presence=0.9997697472572327)], ['Left Foot Index', NormalizedLandmark(x=0.4184236228466034, y=0.852953314781189, z=-0.03502899408340454, visibility=0.9005053043365479, presence=0.9984776377677917)]]"
